,can0_ESP_v_Signal [Unit_KiloMeterPerHour],can0_ESP_Bremsdruck [Unit_Bar],can0_ESP_Laengsbeschl [Unit_MeterPerSeconSquar]
84099,15.36,0.0,0.78125
84100,15.41,0.0,0.65625
84101,15.41,0.0,0.65625
84102,15.44,0.0,0.65625
84103,15.44,0.0,0.65625
84104,15.47,0.0,0.65625
84105,15.47,0.0,0.65625
84106,15.59,0.0,0.5625
84107,15.59,0.0,0.5625
84108,15.63,0.0,0.5625
84109,15.63,0.0,0.5625
84110,15.72,0.0,0.5625
84111,15.72,0.0,0.5625
84112,15.81,0.0,0.5625
84113,15.81,0.0,0.5625
84114,15.88,0.0,0.5625
84115,15.88,0.0,0.5625
84116,15.92,0.0,0.5625
84117,15.92,0.0,0.5625
84118,16.05,0.0,0.5625
84119,16.05,0.0,0.5625
84120,16.09,0.0,0.5625
84121,16.09,0.0,0.5625
84122,16.18,0.0,0.5625
84123,16.18,0.0,0.5625
84124,16.29,0.0,0.65625
84125,16.29,0.0,0.65625
84126,16.31,0.0,0.65625
84127,16.31,0.0,0.65625
84128,16.43,0.0,0.78125
84129,16.43,0.0,0.78125
84130,16.46,0.0,0.78125
84131,16.46,0.0,0.78125
84132,16.6,0.0,0.78125
84133,16.6,0.0,0.78125
84134,16.62,0.0,0.78125
84135,16.62,0.0,0.78125
84136,16.740000000000002,0.0,0.875
84137,16.740000000000002,0.0,0.875
84138,16.84,0.0,0.875
84139,16.84,0.0,0.875
84140,16.87,0.0,0.875
84141,16.87,0.0,0.875
84142,16.990000000000002,0.0,0.875
84143,16.990000000000002,0.0,0.875
84144,17.0,0.0,0.96875
84145,17.0,0.0,0.96875
84146,17.16,0.0,0.96875
84147,17.16,0.0,0.96875
84148,17.27,0.0,1.0625
84149,17.27,0.0,1.0625
84150,17.36,0.2999999999999972,1.0625
84151,17.36,0.2999999999999972,1.0625
84152,17.45,0.0,1.0625
84153,17.45,0.0,1.0625
84154,17.53,0.0,1.0625
84155,17.53,0.0,1.0625
84156,17.61,0.0,1.0625
84157,17.61,0.0,1.0625
84158,17.67,0.0,1.0625
84159,17.67,0.0,1.0625
84160,17.78,0.0,1.0625
84161,17.78,0.0,1.0625
84162,17.85,0.0,1.0625
84163,17.85,0.0,1.0625
84164,17.94,0.0,1.0625
84165,17.94,0.0,1.0625
84166,17.990000000000006,0.0,1.0625
84167,17.990000000000006,0.0,1.0625
84168,18.12,0.0,1.0625
84169,18.12,0.0,1.0625
84170,18.18,0.0,1.0625
84171,18.18,0.0,1.0625
84172,18.27,0.0,1.0625
84173,18.27,0.0,1.0625
84174,18.36,0.2999999999999972,1.15625
84175,18.36,0.2999999999999972,1.15625
84176,18.45,0.0,1.15625
84177,18.45,0.0,1.15625
84178,18.58,0.0,1.15625
84179,18.58,0.0,1.15625
84180,18.65,0.0,1.15625
84181,18.65,0.0,1.15625
84182,18.77,0.0,1.15625
84183,18.77,0.0,1.15625
84184,18.83,0.2999999999999972,1.15625
84185,18.83,0.2999999999999972,1.15625
84186,18.93,0.0,1.25
84187,18.93,0.0,1.25
84188,19.04,0.0,1.25
84189,19.04,0.0,1.25
84190,19.13,0.0,1.25
84191,19.13,0.0,1.25
84192,19.25,0.0,1.15625
84193,19.25,0.0,1.15625
84194,19.33,0.0,1.15625
84195,19.33,0.0,1.15625
84196,19.4,0.0,1.15625
84197,19.4,0.0,1.15625
84198,19.52,0.0,1.15625
84199,19.52,0.0,1.15625
84200,19.64,0.0,1.25
84201,19.64,0.0,1.25
84202,19.71,0.2999999999999972,1.25
84203,19.71,0.2999999999999972,1.25
84204,19.87,0.0,1.25
84205,19.87,0.0,1.25
84206,19.99,0.0,1.34375
84207,19.99,0.0,1.34375
84208,20.06,0.0,1.34375
84209,20.06,0.0,1.34375
84210,20.18,0.0,1.34375
84211,20.18,0.0,1.34375
84212,20.27,0.0,1.46875
84213,20.27,0.0,1.46875
84214,20.37,0.0,1.46875
84215,20.37,0.0,1.46875
84216,20.43,0.0,1.46875
84217,20.43,0.0,1.46875
84218,20.46,0.0,1.46875
84219,20.46,0.0,1.46875
84220,20.52,0.0,1.46875
84221,20.52,0.0,1.46875
84222,20.52,0.0,1.46875
84223,20.52,0.0,1.46875
84224,20.59,0.0,1.34375
84225,20.59,0.0,1.34375
84226,20.59,0.0,1.25
84227,20.59,0.0,1.25
84228,20.58,0.0,1.15625
84229,20.58,0.0,1.15625
84230,20.58,0.0,1.15625
84231,20.6,0.0,0.96875
84232,20.6,0.0,0.96875
84233,20.57,0.0,0.875
84234,20.57,0.0,0.875
84235,20.57,0.0,0.65625
84236,20.57,0.0,0.65625
84237,20.66,0.0,0.46875
84238,20.66,0.0,0.46875
84239,20.68,0.0,0.375
84240,20.68,0.0,0.375
84241,20.62,0.0,0.28125
84242,20.62,0.0,0.28125
84243,20.53,0.0,0.1875
84244,20.53,0.0,0.1875
84245,20.68,0.0,0.09375
84246,20.68,0.0,0.09375
84247,20.81,0.0,0.0
84248,20.81,0.0,0.0
84249,20.66,0.0,0.0
84250,20.66,0.0,0.0
84251,20.67,0.0,0.0
84252,20.67,0.0,0.0
84253,20.73,0.0,0.0
84254,20.73,0.0,0.0
84255,20.66,0.0,0.0
84256,20.66,0.0,0.0
84257,20.73,0.0,0.0
84258,20.73,0.0,0.0
84259,20.76,0.0,0.0
84260,20.76,0.0,0.0
84261,20.69,0.0,0.0
84262,20.69,0.0,0.0
84263,20.76,0.0,0.0
84264,20.76,0.0,0.0
84265,20.74,0.0,0.0
84266,20.74,0.0,0.0
84267,20.79,0.0,0.0
84268,20.79,0.0,0.0
84269,20.68,0.2999999999999972,0.0
84270,20.68,0.2999999999999972,0.0
84271,20.67,0.2999999999999972,0.0
84272,20.67,0.2999999999999972,0.0
84273,20.73,0.0,0.0
84274,20.73,0.0,0.0
84275,20.78,0.0,0.0
84276,20.78,0.0,0.0
84277,20.59,0.0,0.0
84278,20.59,0.0,0.0
84279,20.61,0.0,0.0
84280,20.61,0.0,0.0
84281,20.72,0.0,0.0
84282,20.72,0.0,0.0
84283,20.65,0.0,0.0
84284,20.65,0.0,0.0
84285,20.77,0.0,0.0
84286,20.77,0.0,0.0
84287,20.71,0.0,0.0
84288,20.71,0.0,0.0
84289,20.63,0.0,0.0
84290,20.63,0.0,0.0
84291,20.74,0.0,0.0
84292,20.74,0.0,0.0
84293,20.71,0.0,0.0
84294,20.71,0.0,0.0
84295,20.65,0.0,0.0
84296,20.65,0.0,0.0
84297,20.67,0.0,0.0
84298,20.67,0.0,0.0
84299,20.63,0.0,0.0
84300,20.63,0.0,0.0
84301,20.65,0.0,0.0
84302,20.65,0.0,0.0
84303,20.66,0.0,0.0
84304,20.66,0.0,0.0
84305,20.6,0.0,0.0
84306,20.6,0.0,0.0
84307,21.5,0.0,0.0
84308,21.5,0.0,0.0
84309,20.86,0.0,0.0
84310,20.86,0.0,0.0
84311,20.89,0.0,0.0
84312,20.89,0.0,0.0
84313,21.09,0.0,0.09375
84314,21.09,0.0,0.09375
84315,21.17,0.0,0.28125
84316,21.17,0.0,0.28125
84317,21.32,0.0,0.375
84318,21.32,0.0,0.375
84319,21.54,0.2999999999999972,0.5625
84320,21.54,0.2999999999999972,0.5625
84321,21.48,0.0,0.78125
84322,21.48,0.0,0.78125
84323,21.52,0.0,0.96875
84324,21.52,0.0,0.96875
84325,21.53,0.0,1.0625
84326,21.53,0.0,1.0625
84327,21.33,0.0,1.25
84328,21.33,0.0,1.25
84329,21.38,0.0,1.25
84330,21.38,0.0,1.25
84331,21.3,0.0,1.25
84332,21.3,0.0,1.25
84333,21.31,0.0,1.0625
84334,21.31,0.0,1.0625
84335,21.54,0.0,0.875
84336,21.54,0.0,0.875
84337,21.68,0.0,0.65625
84338,21.68,0.0,0.65625
84339,21.53,0.0,0.46875
84340,21.53,0.0,0.46875
84341,21.57,0.0,0.375
84342,21.57,0.0,0.375
84343,21.76,0.0,0.28125
84344,21.76,0.0,0.28125
84345,22.06,0.0,0.09375
84346,22.06,0.0,0.09375
84347,22.18,0.0,0.09375
84348,22.18,0.0,0.09375
84349,22.07,0.2999999999999972,0.09375
84350,22.07,0.2999999999999972,0.09375
84351,22.26,0.0,0.28125
84352,22.26,0.0,0.28125
84353,22.28,0.0,0.375
84354,22.28,0.0,0.375
84355,22.17,0.0,0.5625
84356,22.17,0.0,0.5625
84357,22.23,0.2999999999999972,0.78125
84358,22.23,0.2999999999999972,0.78125
84359,22.27,0.0,0.875
84360,22.27,0.0,0.875
84361,22.26,0.0,0.96875
84362,22.26,0.0,0.96875
84363,22.29,0.0,0.96875
84364,22.29,0.0,0.96875
84365,22.4,0.2999999999999972,0.875
84366,22.4,0.2999999999999972,0.875
84367,22.58,0.0,0.875
84368,22.58,0.0,0.875
84369,22.6,0.2999999999999972,0.78125
84370,22.6,0.2999999999999972,0.78125
84371,22.7,0.0,0.78125
84372,22.7,0.0,0.78125
84373,22.84,0.0,0.65625
84374,22.84,0.0,0.65625
84375,22.86,0.0,0.65625
84376,22.86,0.0,0.65625
84377,22.98,0.0,0.78125
84378,22.98,0.0,0.78125
84379,23.05,0.0,0.78125
84380,23.05,0.0,0.78125
84381,23.06,0.0,0.875
84382,23.06,0.0,0.875
84383,23.13,0.0,0.875
84384,23.13,0.0,0.875
84385,23.14,0.0,0.96875
84386,23.14,0.0,0.96875
84387,23.19,0.2999999999999972,0.96875
84388,23.19,0.2999999999999972,0.96875
84389,23.29,0.2999999999999972,0.96875
84390,23.29,0.2999999999999972,0.96875
84391,23.39,0.0,0.96875
84392,23.39,0.0,0.96875
84393,23.41,0.0,0.96875
84394,23.41,0.0,0.96875
84395,23.47,0.0,0.96875
84396,23.47,0.0,0.96875
84397,23.59,0.0,0.96875
84398,23.59,0.0,0.96875
84399,23.67,0.0,0.96875
84400,23.67,0.0,0.96875
84401,23.73,0.0,0.875
84402,23.73,0.0,0.875
84403,23.84,0.0,0.875
84404,23.84,0.0,0.875
84405,23.93,0.0,0.875
84406,23.93,0.0,0.875
84407,24.0,0.0,0.96875
84408,24.0,0.0,0.96875
84409,24.08,0.0,0.96875
84410,24.08,0.0,0.96875
84411,24.13,0.0,0.96875
84412,24.13,0.0,0.96875
84413,24.19,0.0,0.96875
84414,24.19,0.0,0.96875
84415,24.26,0.0,0.96875
84416,24.26,0.0,0.96875
84417,24.31,0.2999999999999972,0.96875
84418,24.31,0.2999999999999972,0.96875
84419,24.42,0.0,0.96875
84420,24.42,0.0,0.96875
84421,24.49,0.2999999999999972,0.875
84422,24.49,0.2999999999999972,0.875
84423,24.56,0.0,0.875
84424,24.56,0.0,0.875
84425,24.63,0.0,0.875
84426,24.63,0.0,0.875
84427,24.68,0.0,0.875
84428,24.68,0.0,0.875
84429,24.74,0.0,0.875
84430,24.74,0.0,0.875
84431,24.81,0.0,0.875
84432,24.81,0.0,0.875
84433,24.92,0.0,0.875
84434,24.92,0.0,0.875
84435,24.95,0.2999999999999972,0.875
84436,24.95,0.2999999999999972,0.875
84437,25.02,0.0,0.875
84438,25.02,0.0,0.875
84439,25.12,0.0,0.875
84440,25.12,0.0,0.875
84441,25.18,0.2999999999999972,0.875
84442,25.18,0.2999999999999972,0.875
84443,25.27,0.0,0.875
84444,25.27,0.0,0.875
84445,25.31,0.0,0.875
84446,25.31,0.0,0.875
84447,25.42,0.0,0.875
84448,25.42,0.0,0.875
84449,25.48,0.0,0.875
84450,25.48,0.0,0.875
84451,25.51,0.2999999999999972,0.875
84452,25.51,0.2999999999999972,0.875
84453,25.58,0.2999999999999972,0.875
84454,25.58,0.2999999999999972,0.875
84455,25.64,0.0,0.875
84456,25.64,0.0,0.875
84457,25.73,0.2999999999999972,0.875
84458,25.73,0.2999999999999972,0.875
84459,25.78,0.0,0.875
84460,25.78,0.0,0.875
84461,25.84,0.2999999999999972,0.875
84462,25.84,0.2999999999999972,0.875
84463,25.94,0.0,0.875
84464,25.94,0.0,0.875
84465,26.0,0.2999999999999972,0.875
84466,26.0,0.2999999999999972,0.875
84467,26.05,0.0,0.875
84468,26.05,0.0,0.875
84469,26.14,0.2999999999999972,0.875
84470,26.14,0.2999999999999972,0.875
84471,26.19,0.0,0.875
84472,26.19,0.0,0.875
84473,26.28,0.2999999999999972,0.875
84474,26.28,0.2999999999999972,0.875
84475,26.38,0.0,0.875
84476,26.38,0.0,0.875
84477,26.43,0.0,0.875
84478,26.43,0.0,0.875
84479,26.49,0.0,0.875
84480,26.49,0.0,0.875
84481,26.53,0.0,0.875
84482,26.53,0.0,0.875
84483,26.58,0.0,0.875
84484,26.58,0.0,0.875
84485,26.63,0.0,0.78125
84486,26.63,0.0,0.78125
84487,26.7,0.0,0.78125
84488,26.7,0.0,0.78125
84489,26.82,0.0,0.78125
84490,26.82,0.0,0.78125
84491,26.85,0.0,0.78125
84492,26.85,0.0,0.78125
84493,26.94,0.0,0.78125
84494,26.94,0.0,0.78125
84495,27.03,0.0,0.78125
84496,27.03,0.0,0.78125
84497,27.06,0.0,0.78125
84498,27.06,0.0,0.78125
84499,27.11,0.2999999999999972,0.78125
84500,27.11,0.2999999999999972,0.78125
84501,27.18,0.0,0.78125
84502,27.18,0.0,0.78125
84503,27.27,0.0,0.78125
84504,27.27,0.0,0.78125
84505,27.3,0.2999999999999972,0.78125
84506,27.3,0.2999999999999972,0.78125
84507,27.35,0.0,0.78125
84508,27.35,0.0,0.78125
84509,27.45,0.0,0.78125
84510,27.45,0.0,0.78125
84511,27.47,0.0,0.65625
84512,27.47,0.0,0.65625
84513,27.52,0.0,0.65625
84514,27.52,0.0,0.65625
84515,27.62,0.0,0.65625
84516,27.62,0.0,0.65625
84517,27.67,0.2999999999999972,0.65625
84518,27.67,0.2999999999999972,0.65625
84519,27.7,0.2999999999999972,0.65625
84520,27.7,0.2999999999999972,0.65625
84521,27.78,0.2999999999999972,0.65625
84522,27.78,0.2999999999999972,0.65625
84523,27.82,0.0,0.65625
84524,27.82,0.0,0.65625
84525,27.9,0.0,0.65625
84526,27.9,0.0,0.65625
84527,27.97,0.0,0.65625
84528,27.97,0.0,0.65625
84529,28.04,0.2999999999999972,0.65625
84530,28.04,0.2999999999999972,0.65625
84531,28.1,0.0,0.65625
84532,28.1,0.0,0.65625
84533,28.11,0.2999999999999972,0.65625
84534,28.11,0.2999999999999972,0.65625
84535,28.19,0.0,0.65625
84536,28.19,0.0,0.65625
84537,28.26,0.0,0.65625
84538,28.26,0.0,0.65625
84539,28.31,0.0,0.65625
84540,28.31,0.0,0.65625
84541,28.41,0.2999999999999972,0.65625
84542,28.41,0.2999999999999972,0.65625
84543,28.38,0.0,0.65625
84544,28.38,0.0,0.65625
84545,28.47,0.0,0.65625
84546,28.47,0.0,0.65625
84547,28.47,0.0,0.65625
84548,28.47,0.0,0.65625
84549,28.56,0.0,0.65625
84550,28.56,0.0,0.65625
84551,28.64,0.0,0.5625
84552,28.64,0.0,0.5625
84553,28.67,0.2999999999999972,0.5625
84554,28.67,0.2999999999999972,0.5625
84555,28.69,0.2999999999999972,0.5625
84556,28.69,0.2999999999999972,0.5625
84557,28.73,0.0,0.5625
84558,28.73,0.0,0.5625
84559,28.78,0.2999999999999972,0.5625
84560,28.78,0.2999999999999972,0.5625
84561,28.8,0.0,0.46875
84562,28.8,0.0,0.46875
84563,28.86,0.0,0.46875
84564,28.86,0.0,0.46875
84565,28.9,0.0,0.375
84566,28.9,0.0,0.375
84567,28.92,0.0,0.375
84568,28.92,0.0,0.375
84569,28.98,0.0,0.375
84570,28.98,0.0,0.375
84571,29.03,0.0,0.375
84572,29.03,0.0,0.375
84573,29.06,0.0,0.375
84574,29.06,0.0,0.375
84575,29.09,0.0,0.375
84576,29.09,0.0,0.375
84577,29.14,0.0,0.375
84578,29.14,0.0,0.375
84579,29.19,0.0,0.375
84580,29.19,0.0,0.375
84581,29.21,0.0,0.28125
84582,29.21,0.0,0.28125
84583,29.27,0.2999999999999972,0.28125
84584,29.27,0.2999999999999972,0.28125
84585,29.27,0.2999999999999972,0.28125
84586,29.27,0.2999999999999972,0.28125
84587,29.32,0.0,0.28125
84588,29.32,0.0,0.28125
84589,29.33,0.2999999999999972,0.28125
84590,29.33,0.2999999999999972,0.28125
84591,29.37,0.0,0.28125
84592,29.37,0.0,0.28125
84593,29.43,0.0,0.1875
84594,29.43,0.0,0.1875
84595,29.44,0.0,0.1875
84596,29.44,0.0,0.1875
84597,29.45,0.2999999999999972,0.1875
84598,29.45,0.2999999999999972,0.1875
84599,29.47,0.2999999999999972,0.1875
84600,29.47,0.2999999999999972,0.1875
84601,29.49,0.2999999999999972,0.1875
84602,29.49,0.2999999999999972,0.1875
84603,29.58,0.0,0.1875
84604,29.58,0.0,0.1875
84605,29.6,0.0,0.1875
84606,29.6,0.0,0.1875
84607,29.63,0.2999999999999972,0.1875
84608,29.63,0.2999999999999972,0.1875
84609,29.64,0.0,0.1875
84610,29.64,0.0,0.1875
84611,29.69,0.2999999999999972,0.1875
84612,29.69,0.2999999999999972,0.1875
84613,29.68,0.2999999999999972,0.1875
84614,29.68,0.2999999999999972,0.1875
84615,29.75,0.0,0.1875
84616,29.75,0.0,0.1875
84617,29.81,0.2999999999999972,0.1875
84618,29.81,0.2999999999999972,0.1875
84619,29.8,0.0,0.1875
84620,29.8,0.0,0.1875
84621,29.87,0.0,0.1875
84622,29.87,0.0,0.1875
84623,29.89,0.0,0.1875
84624,29.89,0.0,0.1875
84625,29.95,0.0,0.1875
84626,29.95,0.0,0.1875
84627,30.02,0.2999999999999972,0.1875
84628,30.02,0.2999999999999972,0.1875
84629,30.05,0.0,0.1875
84630,30.05,0.0,0.1875
84631,30.09,0.2999999999999972,0.1875
84632,30.09,0.2999999999999972,0.1875
84633,30.13,0.0,0.1875
84634,30.13,0.0,0.1875
84635,30.15,0.0,0.1875
84636,30.15,0.0,0.1875
84637,30.16,0.0,0.1875
84638,30.16,0.0,0.1875
84639,30.21,0.0,0.1875
84640,30.21,0.0,0.1875
84641,30.3,0.0,0.1875
84642,30.3,0.0,0.1875
84643,30.36,0.2999999999999972,0.1875
84644,30.36,0.2999999999999972,0.1875
84645,30.38,0.2999999999999972,0.28125
84646,30.38,0.2999999999999972,0.28125
84647,30.41,0.0,0.28125
84648,30.41,0.0,0.28125
84649,30.48,0.0,0.28125
84650,30.48,0.0,0.28125
84651,30.57,0.0,0.28125
84652,30.57,0.0,0.28125
84653,30.64,0.2999999999999972,0.28125
84654,30.64,0.2999999999999972,0.28125
84655,30.65,0.0,0.375
84656,30.65,0.0,0.375
84657,30.66,0.0,0.375
84658,30.66,0.0,0.375
84659,30.74,0.0,0.375
84660,30.74,0.0,0.375
84661,30.77,0.0,0.375
84662,30.77,0.0,0.375
84663,30.83,0.2999999999999972,0.46875
84664,30.83,0.2999999999999972,0.46875
84665,30.9,0.0,0.46875
84666,30.9,0.0,0.46875
84667,30.97,0.0,0.46875
84668,30.97,0.0,0.46875
84669,30.89,0.0,0.46875
84670,30.89,0.0,0.46875
84671,31.09,0.2999999999999972,0.5625
84672,31.09,0.2999999999999972,0.5625
84673,31.14,0.2999999999999972,0.46875
84674,31.14,0.2999999999999972,0.46875
84675,31.1,0.0,0.46875
84676,31.1,0.0,0.46875
84677,31.24,0.0,0.46875
84678,31.24,0.0,0.46875
84679,31.26,0.0,0.46875
84680,31.26,0.0,0.46875
84681,31.33,0.2999999999999972,0.46875
84682,31.33,0.2999999999999972,0.46875
84683,31.37,0.0,0.375
84684,31.37,0.0,0.375
84685,31.4,0.0,0.375
84686,31.4,0.0,0.375
84687,31.42,0.0,0.375
84688,31.42,0.0,0.375
84689,31.52,0.0,0.46875
84690,31.52,0.0,0.46875
84691,31.5,0.0,0.46875
84692,31.5,0.0,0.46875
